0	 o	 op	 op0000	 1734544088.021699	 13.01	 40
8994	 o	 op	 op2988	 1734544088.243404	 11.7	 53
8995	 o	 js	 js3008	 1734544088.243425	 11.69	 53
8996	 b	 op	 op2989	 1734544088.243445	 12.08	 78
8999	 b	 js	 js3009	 1734544088.243499	 11.45	 36
9000	 b	 js	 js3010	 1734544088.24352	 10.57	 57
9001	 o	 js	 js3011	 1734544088.243541	 12.86	 61
9002	 o	 js	 js3012	 1734544088.243561	 10.88	 46
9005	 o	 js	 js3013	 1734544088.243628	 12.39	 51
9006	 b	 op	 op2990	 1734544088.243649	 12.9	 23
9008	 o	 op	 op2991	 1734544088.243685	 12.49	 75
9009	 o	 op	 op2992	 1734544088.243705	 11.82	 58
9010	 b	 js	 js3014	 1734544088.243727	 13.3	 38
9013	 o	 op	 op2993	 1734544088.243782	 13.0	 43
9014	 o	 js	 js3015	 1734544088.243803	 13.27	 78
9015	 o	 js	 js3016	 1734544088.243823	 13.58	 30
9016	 o	 js	 js3017	 1734544088.243844	 12.68	 53
9017	 o	 op	 op2994	 1734544088.243866	 13.33	 77
9018	 o	 js	 js3018	 1734544088.243886	 13.35	 37
9019	 b	 js	 js3019	 1734544088.243906	 11.92	 50
9022	 o	 op	 op2995	 1734544088.24396	 12.04	 52
9023	 b	 op	 op2996	 1734544088.243981	 11.1	 43
9024	 o	 op	 op2997	 1734544088.244001	 14.21	 63
9025	 b	 op	 op2998	 1734544088.244022	 11.66	 48
9026	 o	 op	 op2999	 1734544088.244116	 12.76	 42
9027	 o	 js	 js3020	 1734544088.244139	 13.66	 63
9028	 b	 js	 js3021	 1734544088.244181	 12.32	 44
9031	 b	 op	 op3000	 1734544088.244305	 12.19	 48
9033	 o	 js	 js3022	 1734544088.244364	 13.31	 52
9034	 b	 js	 js3023	 1734544088.244386	 10.01	 20
9035	 o	 op	 op3001	 1734544088.244408	 11.98	 62
9037	 b	 js	 js3024	 1734544088.244452	 10.85	 67
9038	 o	 js	 js3025	 1734544088.244472	 12.75	 41
9039	 b	 js	 js3026	 1734544088.244493	 10.17	 59
9040	 o	 js	 js3027	 1734544088.244514	 12.37	 39
9041	 o	 op	 op3002	 1734544088.244534	 12.14	 48
9042	 b	 js	 js3028	 1734544088.244555	 12.09	 38
9044	 b	 js	 js3029	 1734544088.244594	 10.24	 74
9045	 o	 op	 op3003	 1734544088.244615	 12.37	 51
9046	 b	 js	 js3030	 1734544088.244635	 12.2	 42
9048	 b	 js	 js3031	 1734544088.244671	 9.63	 50
9049	 o	 op	 op3004	 1734544088.244691	 12.91	 42
9050	 o	 js	 js3032	 1734544088.244711	 11.67	 25
9052	 b	 op	 op3005	 1734544088.24475	 11.23	 36
9053	 o	 op	 op3006	 1734544088.244771	 12.76	 51
9054	 o	 js	 js3033	 1734544088.244792	 11.43	 51
9057	 b	 op	 op3007	 1734544088.244847	 12.4	 51
9061	 b	 op	 op3008	 1734544088.244919	 11.82	 58
9062	 b	 js	 js3034	 1734544088.24494	 11.74	 39
9063	 b	 op	 op3009	 1734544088.24496	 11.47	 25
9064	 b	 op	 op3010	 1734544088.244981	 10.2	 40
9065	 o	 js	 js3035	 1734544088.245001	 12.47	 59
9066	 o	 js	 js3036	 1734544088.245021	 11.95	 38
9067	 o	 op	 op3011	 1734544088.245042	 13.1	 55
9068	 b	 op	 op3012	 1734544088.245062	 12.64	 60
9072	 o	 op	 op3013	 1734544088.245135	 12.81	 66
9073	 b	 js	 js3037	 1734544088.245155	 11.3	 36
9074	 b	 js	 js3038	 1734544088.245174	 11.95	 43
9075	 o	 op	 op3014	 1734544088.245196	 11.5	 50
9078	 o	 op	 op3015	 1734544088.24525	 12.89	 63
9079	 b	 op	 op3016	 1734544088.24527	 11.97	 52
9080	 o	 op	 op3017	 1734544088.24529	 12.41	 56
9081	 b	 op	 op3018	 1734544088.245311	 12.09	 32
9082	 b	 op	 op3019	 1734544088.245331	 10.15	 57
9083	 b	 js	 js3039	 1734544088.24535	 11.33	 62
9084	 b	 js	 js3040	 1734544088.24537	 11.36	 55
9085	 o	 op	 op3020	 1734544088.245389	 11.17	 27
9087	 o	 js	 js3041	 1734544088.245425	 12.07	 74
9089	 b	 op	 op3021	 1734544088.245463	 12.51	 27
9091	 b	 js	 js3042	 1734544088.245501	 12.24	 77
9093	 o	 op	 op3022	 1734544088.24554	 13.2	 41
9094	 b	 js	 js3043	 1734544088.24556	 11.98	 71
9095	 o	 op	 op3023	 1734544088.24558	 11.3	 24
9097	 b	 js	 js3044	 1734544088.245616	 10.91	 64
9098	 o	 op	 op3024	 1734544088.245636	 10.7	 83
9102	 b	 js	 js3045	 1734544088.245708	 11.52	 58
9103	 b	 js	 js3046	 1734544088.245728	 9.68	 66
9104	 b	 op	 op3025	 1734544088.245748	 11.55	 39
9105	 b	 op	 op3026	 1734544088.245768	 12.96	 64
9108	 b	 js	 js3047	 1734544088.245822	 11.17	 58
9109	 o	 op	 op3027	 1734544088.245843	 13.38	 47
9110	 o	 op	 op3028	 1734544088.245863	 13.35	 40
9111	 b	 op	 op3029	 1734544088.245883	 12.14	 94
9112	 o	 js	 js3048	 1734544088.245903	 12.55	 26
9113	 b	 op	 op3030	 1734544088.245923	 9.48	 74
9114	 b	 op	 op3031	 1734544088.245943	 9.9	 48
9115	 o	 op	 op3032	 1734544088.245962	 11.15	 52
9117	 b	 js	 js3049	 1734544088.245998	 11.43	 27
9118	 o	 js	 js3050	 1734544088.246017	 13.17	 51
9119	 b	 op	 op3033	 1734544088.246037	 10.68	 28
9120	 b	 js	 js3051	 1734544088.246057	 9.96	 66
9121	 b	 js	 js3052	 1734544088.246077	 11.07	 45
9122	 b	 op	 op3034	 1734544088.246096	 11.28	 48
9123	 o	 js	 js3053	 1734544088.246116	 11.53	 53
9126	 b	 op	 op3035	 1734544088.246169	 11.82	 61
9127	 b	 op	 op3036	 1734544088.246189	 12.65	 50
9130	 b	 op	 op3037	 1734544088.246243	 11.52	 90
9131	 o	 op	 op3038	 1734544088.246264	 13.88	 20
9132	 b	 js	 js3054	 1734544088.246284	 11.84	 50
9133	 o	 op	 op3039	 1734544088.246305	 12.43	 56
9134	 o	 js	 js3055	 1734544088.246334	 10.55	 58
9137	 b	 js	 js3056	 1734544088.246428	 10.02	 47
9138	 o	 js	 js3057	 1734544088.246486	 11.39	 48
9141	 b	 op	 op3040	 1734544088.246579	 12.23	 35
9142	 o	 js	 js3058	 1734544088.246599	 11.46	 53
9145	 b	 js	 js3059	 1734544088.246652	 12.4	 69
9149	 o	 js	 js3060	 1734544088.246726	 12.04	 20
9150	 b	 js	 js3061	 1734544088.246767	 9.51	 34
9151	 b	 op	 op3041	 1734544088.246788	 11.45	 82
9152	 o	 op	 op3042	 1734544088.246812	 11.3	 41
9155	 b	 op	 op3043	 1734544088.246889	 13.13	 30
9158	 b	 js	 js3062	 1734544088.246971	 11.68	 45
9159	 o	 js	 js3063	 1734544088.247006	 12.42	 63
9160	 o	 js	 js3064	 1734544088.247046	 12.76	 50
9161	 b	 op	 op3044	 1734544088.247073	 10.86	 52
9162	 o	 op	 op3045	 1734544088.247178	 12.94	 63
9163	 b	 op	 op3046	 1734544088.247235	 10.06	 104
9164	 o	 js	 js3065	 1734544088.24728	 12.51	 39
9165	 b	 op	 op3047	 1734544088.247321	 11.3	 31
9166	 o	 js	 js3066	 1734544088.247342	 10.47	 52
9169	 b	 js	 js3067	 1734544088.247408	 11.68	 63
9170	 b	 js	 js3068	 1734544088.24743	 11.22	 53
9171	 o	 js	 js3069	 1734544088.247451	 11.44	 46
9174	 b	 js	 js3070	 1734544088.247509	 12.51	 51
9177	 o	 js	 js3071	 1734544088.24757	 13.13	 99
9178	 o	 js	 js3072	 1734544088.247592	 12.17	 45
9179	 b	 js	 js3073	 1734544088.247613	 11.75	 65
9180	 o	 op	 op3048	 1734544088.247634	 12.64	 64
9181	 b	 js	 js3074	 1734544088.247682	 11.49	 87
9182	 o	 op	 op3049	 1734544088.24772	 13.45	 82
9183	 o	 op	 op3050	 1734544088.24774	 12.34	 30
9184	 o	 js	 js3075	 1734544088.247803	 12.1	 45
9185	 b	 js	 js3076	 1734544088.247824	 12.04	 48
9186	 b	 js	 js3077	 1734544088.247881	 10.16	 49
9187	 b	 js	 js3078	 1734544088.247923	 11.91	 38
9188	 b	 op	 op3051	 1734544088.247982	 10.47	 53
9189	 b	 js	 js3079	 1734544088.248041	 10.73	 42
9190	 o	 op	 op3052	 1734544088.248079	 11.19	 89
9194	 b	 js	 js3080	 1734544088.248153	 10.99	 37
9195	 o	 op	 op3053	 1734544088.248173	 13.15	 100
9196	 b	 js	 js3081	 1734544088.248193	 12.15	 47
9198	 o	 js	 js3082	 1734544088.248231	 10.62	 52
9201	 o	 op	 op3054	 1734544088.248503	 11.9	 30
9202	 o	 op	 op3055	 1734544088.248535	 10.94	 21
9205	 b	 js	 js3083	 1734544088.248597	 10.76	 70
9206	 o	 js	 js3084	 1734544088.248618	 13.1	 57
9207	 b	 op	 op3056	 1734544088.248639	 9.97	 42
9208	 b	 op	 op3057	 1734544088.24866	 10.84	 42
9209	 b	 op	 op3058	 1734544088.248681	 10.5	 39
9210	 b	 js	 js3085	 1734544088.248701	 11.89	 74
9211	 b	 js	 js3086	 1734544088.248723	 12.33	 30
9213	 o	 js	 js3087	 1734544088.248762	 12.58	 60
9214	 o	 op	 op3059	 1734544088.248783	 13.95	 36
9215	 b	 js	 js3088	 1734544088.248803	 12.61	 69
9218	 o	 op	 op3060	 1734544088.248859	 10.81	 56
9220	 o	 js	 js3089	 1734544088.248896	 12.28	 30
9221	 o	 op	 op3061	 1734544088.248918	 13.52	 31
9222	 b	 js	 js3090	 1734544088.24894	 11.23	 67
9223	 b	 op	 op3062	 1734544088.248961	 11.11	 22
9224	 o	 op	 op3063	 1734544088.248981	 11.52	 43
9228	 b	 op	 op3064	 1734544088.249097	 11.16	 24
9229	 b	 op	 op3065	 1734544088.249117	 10.9	 77
9230	 o	 js	 js3091	 1734544088.249137	 12.19	 62
9231	 b	 op	 op3066	 1734544088.249202	 11.34	 39
9232	 o	 js	 js3092	 1734544088.249222	 13.32	 46
9233	 o	 js	 js3093	 1734544088.249258	 11.02	 51
9235	 o	 op	 op3067	 1734544088.249336	 12.84	 70
9236	 o	 js	 js3094	 1734544088.249356	 13.48	 51
9237	 b	 js	 js3095	 1734544088.249377	 10.77	 63
9238	 o	 js	 js3096	 1734544088.249397	 13.21	 48
9239	 b	 op	 op3068	 1734544088.249417	 12.07	 59
9240	 b	 js	 js3097	 1734544088.249437	 10.36	 38
9241	 o	 op	 op3069	 1734544088.249458	 13.58	 44
9242	 o	 op	 op3070	 1734544088.249478	 12.7	 47
9243	 b	 js	 js3098	 1734544088.249498	 11.78	 62
9244	 b	 op	 op3071	 1734544088.249519	 10.02	 47
9245	 b	 op	 op3072	 1734544088.249538	 13.14	 67
9248	 b	 op	 op3073	 1734544088.249596	 10.68	 80
9249	 o	 js	 js3099	 1734544088.249616	 13.03	 71
9250	 b	 js	 js3100	 1734544088.249635	 10.87	 47
9251	 b	 op	 op3074	 1734544088.249655	 11.5	 67
9252	 b	 js	 js3101	 1734544088.249676	 12.31	 57
9254	 b	 js	 js3102	 1734544088.249715	 12.67	 21
9257	 b	 op	 op3075	 1734544088.249772	 10.26	 62
9258	 o	 js	 js3103	 1734544088.249793	 13.08	 60
9259	 b	 js	 js3104	 1734544088.249813	 12.24	 48
9260	 o	 js	 js3105	 1734544088.249833	 12.31	 92
9262	 b	 op	 op3076	 1734544088.249874	 11.79	 25
9263	 o	 js	 js3106	 1734544088.249894	 12.86	 35
9264	 b	 js	 js3107	 1734544088.249915	 12.13	 48
9265	 o	 js	 js3108	 1734544088.249935	 12.94	 45
9266	 o	 js	 js3109	 1734544088.249955	 11.98	 16
9268	 b	 op	 op3077	 1734544088.249991	 12.36	 52
9270	 o	 op	 op3078	 1734544088.250026	 13.02	 64
9271	 b	 js	 js3110	 1734544088.250047	 11.16	 45
9272	 o	 js	 js3111	 1734544088.250072	 13.72	 37
9273	 o	 op	 op3079	 1734544088.250092	 11.94	 48
9276	 b	 op	 op3080	 1734544088.250146	 12.28	 25
9277	 b	 js	 js3112	 1734544088.250166	 11.65	 53
9278	 o	 op	 op3081	 1734544088.250187	 11.61	 75
9282	 o	 js	 js3113	 1734544088.250329	 12.82	 68
9283	 o	 js	 js3114	 1734544088.250351	 11.88	 38
9285	 b	 op	 op3082	 1734544088.250387	 12.33	 48
9287	 o	 op	 op3083	 1734544088.250428	 14.36	 44
9288	 b	 js	 js3115	 1734544088.250449	 9.78	 52
9289	 o	 op	 op3084	 1734544088.250469	 12.41	 59
9290	 o	 js	 js3116	 1734544088.250489	 11.7	 40
9292	 b	 js	 js3117	 1734544088.250526	 10.29	 21
9293	 o	 js	 js3118	 1734544088.250546	 12.47	 27
9294	 o	 js	 js3119	 1734544088.250566	 11.12	 16
9297	 o	 op	 op3085	 1734544088.25062	 13.7	 51
9298	 o	 op	 op3086	 1734544088.25064	 13.94	 56
9299	 o	 js	 js3120	 1734544088.25066	 11.16	 31
9302	 b	 js	 js3121	 1734544088.250714	 13.4	 55
9305	 b	 op	 op3087	 1734544088.250772	 10.78	 60
9306	 b	 op	 op3088	 1734544088.250792	 12.6	 63
9310	 o	 js	 js3122	 1734544088.250869	 11.31	 65
9314	 b	 op	 op3089	 1734544088.250942	 12.3	 78
9315	 o	 js	 js3123	 1734544088.250962	 12.58	 53
9316	 b	 js	 js3124	 1734544088.250982	 11.9	 42
9317	 b	 js	 js3125	 1734544088.251002	 10.21	 87
9318	 b	 op	 op3090	 1734544088.251022	 9.89	 46
9319	 o	 js	 js3126	 1734544088.251041	 13.14	 34
9320	 o	 op	 op3091	 1734544088.25106	 13.54	 60
9321	 o	 op	 op3092	 1734544088.25108	 12.4	 47
9322	 b	 op	 op3093	 1734544088.251101	 11.65	 59
9323	 o	 op	 op3094	 1734544088.251121	 12.53	 64
9324	 o	 js	 js3127	 1734544088.251141	 13.43	 55
9325	 o	 op	 op3095	 1734544088.251174	 11.71	 40
9327	 o	 op	 op3096	 1734544088.251211	 13.14	 40
9328	 o	 js	 js3128	 1734544088.251231	 10.63	 67
9331	 o	 op	 op3097	 1734544088.251379	 12.77	 43
9332	 o	 op	 op3098	 1734544088.251401	 13.09	 67
9333	 o	 js	 js3129	 1734544088.251422	 12.53	 39
9334	 b	 js	 js3130	 1734544088.251442	 11.24	 21
9335	 o	 js	 js3131	 1734544088.251462	 13.42	 56
9336	 b	 op	 op3099	 1734544088.251483	 11.72	 74
9337	 o	 js	 js3132	 1734544088.251504	 12.28	 48
9338	 b	 js	 js3133	 1734544088.251524	 10.47	 79
9339	 b	 op	 op3100	 1734544088.251544	 11.95	 67
9340	 b	 op	 op3101	 1734544088.251564	 11.56	 33
9341	 o	 op	 op3102	 1734544088.251585	 13.22	 34
9342	 o	 op	 op3103	 1734544088.251605	 12.87	 37
9343	 b	 js	 js3134	 1734544088.251625	 12.52	 63
9346	 b	 js	 js3135	 1734544088.251681	 12.81	 50
9349	 b	 js	 js3136	 1734544088.251738	 13.24	 54
9352	 o	 js	 js3137	 1734544088.251792	 13.08	 67
9353	 b	 js	 js3138	 1734544088.251813	 8.99	 65
9354	 o	 op	 op3104	 1734544088.251833	 11.23	 38
9356	 b	 op	 op3105	 1734544088.251871	 11.71	 50
9357	 o	 op	 op3106	 1734544088.251891	 11.28	 63
9361	 o	 op	 op3107	 1734544088.251965	 12.03	 47
9362	 o	 js	 js3139	 1734544088.251985	 13.33	 50
9363	 o	 op	 op3108	 1734544088.252005	 13.16	 55
9364	 b	 op	 op3109	 1734544088.252025	 12.7	 53
9367	 o	 op	 op3110	 1734544088.25208	 10.95	 31
9369	 o	 js	 js3140	 1734544088.252116	 12.35	 40
9370	 b	 op	 op3111	 1734544088.252138	 12.1	 45
9371	 b	 op	 op3112	 1734544088.252159	 12.03	 55
9372	 o	 js	 js3141	 1734544088.252179	 12.37	 65
9373	 b	 op	 op3113	 1734544088.2522	 11.13	 25
9374	 o	 js	 js3142	 1734544088.252248	 12.22	 51
9375	 o	 op	 op3114	 1734544088.252274	 13.67	 64
9376	 b	 js	 js3143	 1734544088.252295	 12.11	 33
9377	 b	 js	 js3144	 1734544088.252318	 12.35	 56
9380	 b	 js	 js3145	 1734544088.252375	 12.34	 42
9381	 b	 op	 op3115	 1734544088.252397	 11.38	 49
9382	 b	 op	 op3116	 1734544088.252417	 11.21	 32
9383	 b	 js	 js3146	 1734544088.252438	 11.64	 51
9384	 o	 op	 op3117	 1734544088.252458	 10.54	 51
9387	 b	 op	 op3118	 1734544088.252515	 12.14	 72
9388	 o	 js	 js3147	 1734544088.252536	 12.71	 58
9389	 b	 op	 op3119	 1734544088.252556	 11.16	 34
9390	 o	 op	 op3120	 1734544088.252578	 12.74	 18
9391	 o	 op	 op3121	 1734544088.2526	 13.58	 29
9392	 o	 js	 js3148	 1734544088.252621	 12.83	 34
9393	 b	 op	 op3122	 1734544088.252642	 11.73	 39
9394	 o	 js	 js3149	 1734544088.252665	 12.23	 60
9395	 b	 op	 op3123	 1734544088.252689	 11.86	 41
9396	 o	 js	 js3150	 1734544088.252712	 10.37	 58
9398	 b	 js	 js3151	 1734544088.25275	 11.25	 66
9399	 b	 op	 op3124	 1734544088.252772	 11.59	 66
9400	 o	 js	 js3152	 1734544088.252793	 13.12	 62
9401	 b	 op	 op3125	 1734544088.252814	 12.42	 58
9403	 o	 js	 js3153	 1734544088.25285	 13.88	 61
9404	 o	 op	 op3126	 1734544088.252871	 14.38	 72
9405	 o	 op	 op3127	 1734544088.252891	 14.84	 38
9406	 o	 js	 js3154	 1734544088.252912	 10.98	 66
9410	 b	 op	 op3128	 1734544088.252993	 11.42	 70
9411	 b	 op	 op3129	 1734544088.253014	 10.98	 36
9412	 o	 op	 op3130	 1734544088.253035	 13.67	 53
9413	 o	 js	 js3155	 1734544088.253056	 13.33	 42
9414	 o	 js	 js3156	 1734544088.253077	 14.23	 41
9415	 o	 js	 js3157	 1734544088.253098	 13.65	 64
9416	 b	 op	 op3131	 1734544088.253118	 13.36	 41
9420	 b	 js	 js3158	 1734544088.253194	 12.17	 42
9421	 b	 js	 js3159	 1734544088.253215	 13.07	 52
9423	 o	 js	 js3160	 1734544088.253252	 12.41	 30
9424	 o	 op	 op3132	 1734544088.253273	 12.63	 45
9425	 o	 op	 op3133	 1734544088.253294	 11.04	 60
9429	 o	 js	 js3161	 1734544088.253388	 12.86	 77
9430	 b	 op	 op3134	 1734544088.253413	 12.36	 59
9431	 b	 js	 js3162	 1734544088.253434	 10.62	 55
9432	 o	 js	 js3163	 1734544088.253454	 12.61	 56
9433	 b	 js	 js3164	 1734544088.253476	 11.84	 41
9434	 o	 op	 op3135	 1734544088.253497	 12.67	 63
9435	 o	 op	 op3136	 1734544088.253517	 12.55	 23
9436	 b	 op	 op3137	 1734544088.253538	 10.92	 39
9437	 o	 op	 op3138	 1734544088.253558	 12.62	 41
9438	 o	 js	 js3165	 1734544088.253579	 13.08	 30
9439	 b	 js	 js3166	 1734544088.2536	 10.61	 54
9440	 o	 op	 op3139	 1734544088.253621	 12.44	 46
9441	 b	 js	 js3167	 1734544088.253642	 10.55	 44
9442	 b	 op	 op3140	 1734544088.253662	 12.23	 39
9443	 b	 js	 js3168	 1734544088.253683	 11.18	 54
9444	 o	 op	 op3141	 1734544088.253703	 11.06	 44
9446	 o	 js	 js3169	 1734544088.25374	 11.21	 37
9449	 b	 js	 js3170	 1734544088.253796	 11.11	 57
9450	 b	 js	 js3171	 1734544088.253818	 12.81	 34
9454	 b	 op	 op3142	 1734544088.253894	 11.01	 47
9455	 o	 op	 op3143	 1734544088.253914	 10.18	 63
9458	 b	 js	 js3172	 1734544088.253969	 12.05	 77
9459	 b	 js	 js3173	 1734544088.25399	 10.88	 82
9460	 b	 js	 js3174	 1734544088.254011	 11.31	 44
9461	 b	 js	 js3175	 1734544088.254032	 10.55	 27
9462	 b	 js	 js3176	 1734544088.254052	 12.82	 68
9465	 b	 op	 op3144	 1734544088.25411	 12.48	 61
9468	 b	 op	 op3145	 1734544088.254167	 10.95	 57
9469	 o	 js	 js3177	 1734544088.254188	 11.82	 56
9471	 o	 op	 op3146	 1734544088.254223	 14.22	 27
9472	 b	 js	 js3178	 1734544088.254243	 10.55	 45
9473	 o	 js	 js3179	 1734544088.254263	 13.23	 67
9474	 o	 op	 op3147	 1734544088.254283	 11.93	 33
9477	 b	 js	 js3180	 1734544088.254341	 11.0	 36
9478	 o	 op	 op3148	 1734544088.254362	 12.31	 60
9479	 b	 js	 js3181	 1734544088.254384	 11.72	 65
9480	 o	 js	 js3182	 1734544088.254405	 11.28	 56
9483	 o	 op	 op3149	 1734544088.254461	 13.8	 46
9484	 o	 js	 js3183	 1734544088.25448	 11.37	 35
9487	 b	 op	 op3150	 1734544088.254535	 12.18	 39
9489	 b	 op	 op3151	 1734544088.254574	 13.83	 28
9491	 o	 op	 op3152	 1734544088.254611	 12.27	 41
9492	 o	 js	 js3184	 1734544088.254631	 12.49	 44
9493	 b	 op	 op3153	 1734544088.254652	 11.43	 74
9494	 b	 js	 js3185	 1734544088.254672	 13.17	 19
9496	 o	 js	 js3186	 1734544088.254708	 12.72	 63
9497	 o	 op	 op3154	 1734544088.254728	 11.89	 57
9499	 o	 js	 js3187	 1734544088.254767	 13.18	 51
9500	 b	 js	 js3188	 1734544088.254787	 10.46	 43
9501	 b	 op	 op3155	 1734544088.254807	 11.5	 53
9502	 b	 op	 op3156	 1734544088.254828	 11.41	 48
9503	 o	 op	 op3157	 1734544088.254848	 12.14	 22
9504	 b	 op	 op3158	 1734544088.254869	 10.78	 53
9505	 o	 js	 js3189	 1734544088.254889	 10.17	 49
9508	 b	 op	 op3159	 1734544088.254944	 10.49	 55
9509	 o	 op	 op3160	 1734544088.254964	 11.22	 28
9512	 b	 op	 op3161	 1734544088.255019	 10.73	 76
9513	 b	 op	 op3162	 1734544088.255039	 10.5	 32
9514	 b	 op	 op3163	 1734544088.255059	 11.29	 29
9515	 b	 op	 op3164	 1734544088.255079	 13.24	 50
9519	 b	 op	 op3165	 1734544088.255155	 12.41	 57
9522	 b	 js	 js3190	 1734544088.255216	 11.69	 64
9523	 o	 js	 js3191	 1734544088.255238	 12.93	 46
9524	 b	 js	 js3192	 1734544088.255258	 10.27	 32
9525	 o	 js	 js3193	 1734544088.255278	 10.81	 40
9528	 b	 op	 op3166	 1734544088.255333	 10.76	 52
9529	 o	 js	 js3194	 1734544088.255353	 12.4	 46
9530	 o	 op	 op3167	 1734544088.255373	 11.67	 39
9533	 o	 op	 op3168	 1734544088.255429	 10.93	 57
9536	 o	 js	 js3195	 1734544088.255483	 12.95	 47
9537	 o	 op	 op3169	 1734544088.255503	 11.56	 22
9539	 b	 js	 js3196	 1734544088.255539	 11.29	 50
9540	 b	 op	 op3170	 1734544088.255559	 11.55	 49
9541	 b	 op	 op3171	 1734544088.255579	 12.66	 55
9544	 b	 js	 js3197	 1734544088.255634	 11.71	 28
9545	 b	 js	 js3198	 1734544088.255655	 9.12	 58
9546	 b	 js	 js3199	 1734544088.255674	 11.69	 57
9547	 b	 op	 op3172	 1734544088.255694	 11.52	 74
9548	 b	 op	 op3173	 1734544088.255715	 10.89	 56
9549	 b	 op	 op3174	 1734544088.255735	 11.26	 81
9550	 o	 js	 js3200	 1734544088.255755	 12.67	 44
9551	 b	 op	 op3175	 1734544088.255776	 12.33	 67
9552	 o	 js	 js3201	 1734544088.255797	 12.86	 65
9553	 b	 op	 op3176	 1734544088.255817	 10.87	 55
9554	 b	 js	 js3202	 1734544088.255837	 11.0	 56
9555	 b	 js	 js3203	 1734544088.255857	 10.93	 61
9556	 b	 js	 js3204	 1734544088.255877	 9.25	 68
9557	 b	 js	 js3205	 1734544088.255897	 11.23	 50
9558	 o	 js	 js3206	 1734544088.255917	 12.34	 58
9559	 b	 js	 js3207	 1734544088.255938	 11.5	 53
9560	 o	 js	 js3208	 1734544088.255959	 13.11	 62
9561	 o	 op	 op3177	 1734544088.255979	 11.35	 52
9563	 b	 op	 op3178	 1734544088.256015	 11.17	 52
9564	 b	 op	 op3179	 1734544088.256035	 10.02	 34
9565	 o	 js	 js3209	 1734544088.256055	 13.61	 59
9566	 o	 js	 js3210	 1734544088.256075	 11.97	 48
9568	 b	 op	 op3180	 1734544088.256115	 10.55	 51
9569	 o	 js	 js3211	 1734544088.256136	 12.7	 62
9570	 b	 op	 op3181	 1734544088.256156	 12.71	 66
9573	 o	 op	 op3182	 1734544088.25621	 11.22	 26
9575	 b	 js	 js3212	 1734544088.256246	 12.97	 67
9579	 b	 js	 js3213	 1734544088.25632	 11.42	 65
9580	 o	 op	 op3183	 1734544088.25634	 12.37	 32
9581	 b	 js	 js3214	 1734544088.256361	 11.93	 52
9582	 o	 js	 js3215	 1734544088.256382	 11.68	 50
9584	 o	 op	 op3184	 1734544088.256418	 11.27	 27
9589	 b	 js	 js3216	 1734544088.256508	 12.44	 53
9592	 b	 op	 op3185	 1734544088.256564	 10.0	 56
9593	 o	 op	 op3186	 1734544088.256584	 12.14	 59
9594	 b	 js	 js3217	 1734544088.256605	 10.21	 53
9595	 o	 js	 js3218	 1734544088.256625	 13.36	 78
9596	 b	 js	 js3219	 1734544088.256645	 13.56	 67
9599	 b	 op	 op3187	 1734544088.2567	 12.04	 48
9600	 b	 op	 op3188	 1734544088.25672	 10.89	 40
9601	 o	 js	 js3220	 1734544088.256741	 9.73	 45
9603	 o	 op	 op3189	 1734544088.256777	 10.4	 48
9607	 o	 op	 op3190	 1734544088.25685	 11.84	 75
9608	 o	 js	 js3221	 1734544088.256871	 14.11	 63
9609	 o	 op	 op3191	 1734544088.256891	 12.71	 73
9610	 b	 op	 op3192	 1734544088.256912	 9.88	 56
9611	 o	 js	 js3222	 1734544088.256932	 10.26	 47
9614	 o	 op	 op3193	 1734544088.256987	 11.26	 68
9617	 o	 js	 js3223	 1734544088.257041	 13.19	 38
9618	 o	 js	 js3224	 1734544088.257061	 10.39	 28
9621	 o	 op	 op3194	 1734544088.257115	 12.84	 78
9622	 b	 op	 op3195	 1734544088.257135	 11.91	 53
9624	 b	 op	 op3196	 1734544088.257171	 10.02	 38
9625	 o	 js	 js3225	 1734544088.257191	 12.24	 59
9626	 b	 op	 op3197	 1734544088.257212	 10.99	 48
9627	 b	 op	 op3198	 1734544088.257232	 11.98	 49
9629	 o	 js	 js3226	 1734544088.257271	 13.12	 48
9630	 b	 op	 op3199	 1734544088.257292	 12.8	 43
9632	 b	 op	 op3200	 1734544088.257328	 13.15	 23
9636	 b	 op	 op3201	 1734544088.257402	 11.82	 80
9637	 b	 js	 js3227	 1734544088.257423	 12.13	 67
9638	 b	 op	 op3202	 1734544088.257444	 10.6	 15
9639	 o	 js	 js3228	 1734544088.257464	 11.67	 47
9641	 o	 op	 op3203	 1734544088.2575	 14.88	 36
9642	 b	 js	 js3229	 1734544088.257519	 11.01	 47
9643	 o	 js	 js3230	 1734544088.25754	 11.79	 63
9647	 b	 js	 js3231	 1734544088.257612	 11.92	 42
9648	 o	 js	 js3232	 1734544088.257632	 12.03	 43
9649	 o	 op	 op3204	 1734544088.257654	 13.81	 41
9650	 b	 js	 js3233	 1734544088.257674	 12.32	 62
9652	 o	 op	 op3205	 1734544088.257776	 13.72	 54
9653	 b	 op	 op3206	 1734544088.257798	 11.41	 49
9654	 b	 op	 op3207	 1734544088.257819	 11.25	 44
9655	 b	 js	 js3234	 1734544088.25784	 11.95	 25
9656	 o	 js	 js3235	 1734544088.257868	 11.56	 65
9660	 b	 op	 op3208	 1734544088.257944	 11.15	 38
9661	 b	 op	 op3209	 1734544088.257967	 12.65	 49
